ID,性别,年龄,职业,征信是否逾期,工资,婚否,购房所属套数,首付款比例,收入支出比例,拟购房面积,贷款期限,是否贷款
533,1,2,0,0,2,1,0,4,3,2,4,1
534,1,3,0,0,0,1,0,1,1,0,1,0
535,1,1,0,0,0,1,0,4,1,1,3,0
536,0,0,1,0,1,1,0,0,0,1,2,1
537,0,1,0,0,1,1,0,4,3,2,3,1
538,0,1,0,0,1,2,0,0,2,3,3,0
539,1,1,0,1,3,1,0,4,2,2,1,0
540,0,0,0,1,4,1,0,1,2,0,4,0
541,0,0,0,0,2,1,0,3,2,1,1,1
542,1,1,0,0,3,1,0,1,2,0,2,1
543,1,0,0,0,1,1,0,3,2,1,0,1
544,1,0,1,0,2,1,0,1,0,1,3,1
545,1,0,0,0,3,1,0,1,1,0,3,1
546,1,0,1,0,0,1,0,2,0,1,0,1
547,0,2,0,0,3,1,0,3,0,0,0,1
548,1,0,0,0,2,2,0,4,3,2,0,0
549,0,0,1,0,2,1,0,3,2,1,3,1
550,1,0,0,0,4,1,0,0,0,0,4,1
551,1,1,1,0,0,1,0,2,2,2,0,1
552,1,0,0,0,4,1,0,2,1,0,0,1
553,1,0,0,0,3,1,0,3,0,0,0,1
554,1,0,0,0,1,2,1,4,0,0,1,0
555,1,0,0,0,2,1,0,3,3,0,0,1
556,1,2,0,1,4,1,1,4,1,1,1,0
557,1,0,0,0,4,2,0,2,0,3,0,1
558,0,2,0,0,4,2,0,2,2,2,0,1
559,1,1,0,0,2,1,0,0,2,1,4,1
561,1,1,0,0,3,1,0,2,2,2,3,1
562,1,2,0,0,2,1,0,3,1,1,0,1
563,1,2,0,0,0,2,0,2,2,1,2,0
564,1,2,0,0,0,2,0,4,1,1,0,0
565,1,0,0,0,0,1,0,2,3,1,0,0
566,1,2,0,0,0,1,1,4,0,0,0,1
567,1,1,1,0,0,1,0,4,1,2,0,1
568,1,3,1,0,0,1,0,2,0,0,4,1
569,0,0,0,0,2,1,0,4,0,0,0,1
570,1,0,0,0,1,1,0,3,1,1,4,1
571,0,1,0,0,4,1,0,4,0,0,0,1
572,1,1,1,0,0,1,0,1,3,0,1,1
573,1,1,0,0,0,2,0,2,0,0,3,0
574,1,3,1,0,0,2,0,4,0,0,0,0
575,1,0,1,0,0,1,0,1,1,2,4,1
576,0,0,1,0,0,1,0,3,2,1,4,1
577,1,3,1,0,0,2,0,4,0,0,3,1
578,1,0,0,0,0,1,0,4,3,3,0,0
579,0,1,0,0,0,2,0,0,0,1,0,0
580,1,2,0,0,3,1,0,4,1,0,0,1
581,1,2,0,0,2,1,0,4,3,0,3,0
582,1,2,0,0,3,1,0,2,3,0,0,1
583,1,1,1,0,3,1,0,3,1,1,1,1
584,1,1,0,0,4,2,0,4,3,3,4,1
585,1,2,0,1,3,1,0,0,0,1,4,0
586,0,2,0,1,3,1,0,4,1,0,4,1
587,1,1,0,1,3,1,0,1,3,3,0,1
588,0,2,0,0,4,1,0,0,2,1,0,1
589,1,0,1,0,0,1,0,2,3,0,1,1
590,0,1,0,0,3,1,0,3,3,3,4,1
591,1,1,0,0,1,1,1,4,2,0,0,1
592,1,0,0,0,4,2,0,4,0,1,0,1
593,1,0,0,0,1,1,0,1,2,2,0,1
594,1,0,0,0,1,2,0,0,3,3,0,0
595,1,1,1,0,0,2,0,1,1,2,0,0
596,1,2,1,0,3,1,0,3,0,0,3,1
597,1,0,1,0,2,2,0,3,3,1,0,1
598,0,1,1,0,4,1,0,0,3,3,2,1
599,1,3,1,0,4,1,0,3,3,1,0,1
600,1,0,1,0,4,1,0,1,3,3,2,1
601,1,1,0,0,1,0,0,0,2,1,4,0
602,0,1,1,0,3,1,0,4,0,0,1,1
603,1,2,1,0,3,1,0,3,3,1,4,1
604,1,1,1,0,4,1,0,3,3,1,0,1
605,1,1,0,0,2,1,0,2,0,0,3,0
606,1,0,1,0,1,2,0,3,3,1,0,0
607,1,1,1,0,2,1,0,4,0,2,4,1
608,1,1,1,0,1,1,0,2,0,0,4,1
609,1,1,1,0,1,1,0,3,3,1,0,1
610,1,2,1,0,4,1,0,3,2,1,3,1
611,1,1,1,0,1,2,0,1,3,0,0,0
612,0,1,1,0,1,1,0,0,0,2,3,0
613,1,2,1,0,4,1,0,3,3,1,0,1
614,1,1,0,0,1,2,0,1,1,0,1,0
615,1,1,1,0,4,2,0,3,3,1,0,1
616,1,2,1,0,4,1,0,3,3,1,2,1
617,1,0,1,0,4,1,0,3,0,2,4,1
618,1,3,1,0,3,1,0,0,1,1,4,1
619,1,1,1,0,3,1,0,2,2,3,0,1
620,1,1,1,0,2,2,0,2,2,2,3,1
621,1,2,0,1,3,1,0,2,2,3,0,0
622,1,0,1,1,3,1,0,2,0,1,3,0
623,1,2,1,0,2,1,0,1,3,3,4,1
624,1,1,1,0,3,1,0,0,2,3,4,1
625,1,0,0,0,1,1,0,2,2,3,3,0
626,1,1,1,0,2,2,0,1,2,0,4,0
627,0,3,1,0,0,1,0,0,3,1,0,0
628,0,2,1,0,0,2,0,0,3,2,2,0
629,1,3,1,1,2,1,0,2,3,0,4,0
630,1,1,1,0,2,1,0,0,3,1,3,1
631,1,0,1,0,1,1,0,1,3,0,0,1
632,1,1,1,0,4,1,0,0,0,2,0,1
633,0,1,1,0,0,1,0,3,3,1,0,1
634,1,1,1,0,3,2,0,1,1,0,0,0
635,1,0,1,0,4,1,0,4,3,2,4,1
636,0,0,1,0,2,1,0,1,3,2,4,1
637,1,1,1,0,2,1,0,2,2,2,4,1
638,1,0,1,1,2,1,1,4,2,0,0,0
639,1,0,1,0,4,1,0,4,0,1,0,1
640,0,0,1,0,2,1,0,1,2,2,0,1
641,1,0,1,0,0,1,0,0,3,3,0,1
642,1,2,1,0,1,2,0,3,1,2,4,1
643,1,0,1,0,2,1,0,3,1,2,4,1
644,1,0,1,0,0,1,0,0,0,0,2,1
645,1,0,1,1,1,1,0,0,3,3,0,1
646,1,1,1,0,3,1,0,3,1,2,0,1
647,0,0,1,0,2,1,0,3,1,2,0,1
648,1,0,1,0,3,1,0,2,0,1,4,1
649,1,0,1,0,4,1,0,0,1,1,4,1
650,1,0,1,0,3,2,0,3,0,2,4,1
651,1,2,1,0,2,1,0,0,2,3,0,1
652,1,0,0,0,4,2,0,2,2,3,0,0
653,1,2,1,0,2,1,0,1,2,0,0,1
654,0,2,1,1,4,1,0,0,3,3,3,1
655,1,2,1,0,2,1,0,0,1,2,3,1
656,1,2,1,0,2,2,0,1,1,2,0,1
657,1,0,1,1,4,1,0,3,3,3,0,0
658,1,2,1,0,1,1,0,3,1,0,3,1
659,1,1,1,0,4,1,0,3,1,2,0,1
660,1,3,0,0,3,1,0,4,0,0,4,0
661,1,0,1,0,1,1,0,2,2,3,0,1
662,1,0,1,0,2,1,0,1,2,0,0,1
663,0,1,0,0,4,1,0,3,3,3,3,1
664,0,1,0,0,4,1,0,1,3,3,0,1
665,1,1,0,0,4,1,0,0,2,1,0,1
666,0,3,0,0,3,2,0,2,3,0,0,1
667,1,0,0,0,1,1,0,3,3,3,0,1
668,0,0,0,0,2,1,1,4,2,0,0,1
669,1,3,0,0,3,2,0,4,0,1,0,1
670,1,0,0,1,2,1,0,1,1,2,4,0
671,1,1,0,0,1,1,1,4,1,0,0,1
672,1,2,0,0,1,1,0,1,0,1,4,1
673,0,2,0,0,3,1,0,1,2,3,1,1
674,1,2,0,0,0,1,0,3,2,2,3,0
675,0,1,0,0,0,2,0,3,3,2,0,0
676,1,1,0,0,0,2,1,4,1,0,3,0
677,1,2,0,0,0,1,0,3,3,2,0,0
678,0,2,0,0,2,1,0,0,3,2,3,1
679,1,1,0,0,0,2,0,1,2,3,2,0
680,1,2,0,0,1,1,0,3,3,2,0,1
681,1,0,1,0,0,1,0,0,2,3,4,1
682,1,1,1,0,1,1,0,3,3,2,0,1
683,0,1,1,0,0,1,1,4,0,3,1,1
684,0,0,1,0,0,2,0,2,2,3,0,0
685,0,0,1,0,0,1,0,3,3,2,4,0
686,1,0,1,0,0,1,0,1,2,1,0,0
687,1,1,0,0,1,1,0,0,1,1,0,1
688,1,2,0,0,0,1,0,2,3,3,3,1
689,0,0,0,0,1,1,0,2,2,0,4,1
690,1,1,0,1,3,1,0,1,2,0,1,1
691,1,3,0,0,3,1,0,0,3,3,0,1
692,1,0,0,1,4,2,0,0,1,2,0,0
693,0,1,0,0,0,1,0,2,2,3,2,1
694,1,1,0,0,3,1,0,0,2,0,1,1
695,0,2,0,0,3,1,0,4,3,0,2,1
696,1,1,0,0,4,2,0,0,0,1,3,1
697,1,1,0,0,1,1,0,1,2,1,3,1
698,0,0,1,0,1,1,0,0,1,1,4,1
699,0,1,0,0,1,1,0,3,2,2,4,0
700,1,1,1,0,2,1,0,0,2,0,4,1
701,0,1,1,0,2,1,0,1,1,2,0,1
702,1,2,1,0,4,1,1,4,1,0,0,1
703,0,1,1,0,0,1,0,1,0,1,0,1
704,0,1,1,0,1,1,0,1,2,3,0,1
705,0,2,1,0,4,2,0,3,2,2,0,1
706,1,1,1,0,0,1,0,3,3,2,0,1
707,0,1,0,0,1,1,0,4,1,2,0,0
708,1,2,1,0,3,1,0,3,3,3,0,1
709,0,0,1,0,3,1,0,2,3,1,1,1
710,1,3,0,0,4,1,0,4,1,2,0,1
711,0,1,0,0,1,1,0,0,2,3,0,1
712,0,1,0,0,1,1,0,3,3,1,0,1
713,0,2,0,0,4,1,0,2,0,0,1,1
714,1,0,1,0,4,1,0,2,1,0,2,1
715,0,2,1,1,3,1,0,4,3,2,0,0
716,1,1,0,0,3,2,0,4,0,0,1,0
717,0,0,1,0,0,2,0,3,3,3,4,0
718,1,1,1,0,1,1,0,3,3,3,4,1
719,0,3,1,0,1,1,0,4,1,2,4,1
720,1,2,1,1,0,1,0,0,2,3,1,0
721,0,3,0,0,1,2,0,3,3,1,3,1
722,1,1,0,0,1,1,0,0,2,3,0,1
723,1,0,0,0,0,1,0,2,1,3,4,0
724,1,1,0,0,3,1,0,4,2,0,3,1
725,1,1,0,0,0,2,0,0,2,3,4,0
726,1,1,1,0,0,1,0,4,3,2,1,1
727,0,0,0,0,3,1,0,0,2,3,0,1
728,0,0,0,0,1,1,0,2,1,3,3,1
729,1,1,0,1,2,1,0,1,1,1,0,0
730,1,0,0,0,1,1,1,4,3,2,1,1
731,0,0,0,0,4,1,0,1,1,0,4,1
732,1,0,0,0,2,1,0,0,1,1,4,1
733,0,0,0,0,0,1,0,3,0,0,3,0
734,1,2,0,0,0,1,0,2,0,0,0,0
735,1,0,1,0,1,1,0,0,2,3,3,1
736,0,0,0,0,1,1,0,4,1,1,0,1
737,0,0,0,0,1,2,0,1,1,1,4,0
738,0,1,0,1,3,1,0,3,0,0,0,0
739,1,0,0,1,4,1,0,1,0,0,4,0
740,1,0,0,0,2,1,0,1,3,1,3,1
741,1,0,0,0,3,1,1,4,3,2,0,1
742,1,0,0,0,1,1,0,1,1,0,0,1
743,1,2,1,0,2,1,0,4,3,2,4,1
744,1,0,0,0,3,1,0,3,1,0,4,1
745,1,2,1,0,0,1,0,3,0,0,4,1
746,1,1,0,0,3,1,0,2,0,0,3,1
748,1,1,1,0,2,1,1,4,2,3,4,1
749,1,2,0,0,4,1,0,4,1,1,4,1
750,1,2,1,0,0,1,0,4,1,2,0,1
751,1,2,0,0,4,1,0,0,2,3,0,1
752,1,0,0,0,3,1,0,3,3,1,0,1
753,1,2,0,0,1,2,0,2,0,0,0,0
754,0,1,0,0,2,1,0,0,2,0,4,1
755,1,3,0,1,4,1,0,1,1,2,0,0
756,1,0,0,0,4,2,0,1,3,1,4,1
757,0,0,0,0,4,2,0,1,1,2,0,1
758,1,1,0,0,2,1,0,1,1,3,4,1
759,1,1,1,0,0,1,0,3,0,2,2,1
760,1,1,0,0,3,1,0,2,1,3,4,1
761,1,3,0,0,2,1,0,1,1,2,4,1
762,1,0,0,0,0,2,0,3,1,0,4,0
763,0,0,0,0,0,2,0,3,2,1,4,0
764,1,3,0,0,0,1,0,3,1,0,1,0
765,1,0,0,0,0,1,0,1,0,0,4,1
766,1,1,1,0,0,1,0,1,1,2,0,1
767,1,2,1,0,0,1,0,1,3,3,3,1
768,1,2,0,0,2,1,0,3,1,0,4,1
769,0,2,0,0,1,1,0,2,2,3,4,1
770,0,1,0,0,4,1,0,4,3,0,3,1
771,0,1,1,0,0,1,1,4,3,0,3,1
772,0,2,0,0,0,2,0,1,1,2,2,0
773,1,2,1,0,0,2,1,4,3,2,4,0
774,1,1,1,0,0,1,0,4,3,1,4,1
775,1,2,1,0,0,1,0,4,3,0,0,1
776,1,0,1,0,0,2,1,4,3,0,0,1
777,0,1,0,0,0,1,1,4,1,1,1,0
778,1,1,0,0,0,2,0,2,3,1,3,0
779,1,0,0,0,3,1,0,4,1,2,1,1
780,1,0,0,0,2,1,0,1,2,2,3,0
781,1,0,0,0,3,1,0,0,2,1,0,1
782,1,1,1,0,3,1,0,1,2,3,3,1
783,0,2,0,0,4,2,0,1,2,0,2,1
784,1,0,0,1,3,1,1,4,2,3,1,0
785,1,1,0,1,3,1,0,2,1,0,4,1
786,0,3,0,1,3,1,0,2,2,2,4,1
787,1,0,0,0,4,1,0,3,3,3,0,1
788,0,1,1,0,0,1,0,0,2,1,4,1
789,0,1,0,0,3,1,0,1,0,2,3,1
790,1,2,0,0,1,1,0,3,3,3,0,1
791,0,1,0,0,4,2,0,0,2,0,3,1
792,0,1,0,0,1,1,0,3,2,0,1,1
793,1,0,0,0,1,2,0,2,3,2,4,0
794,1,1,1,0,0,2,0,3,3,3,3,0
795,1,1,1,0,3,1,0,3,0,2,3,1
796,1,1,1,0,2,2,0,0,3,3,4,1
797,1,2,1,0,4,1,0,3,3,3,0,1
798,0,1,1,0,4,1,0,4,0,2,4,1
799,1,1,1,0,4,1,0,2,0,1,3,1
800,0,2,0,0,1,0,0,4,0,0,4,0
801,1,1,1,0,3,1,1,4,2,3,0,1
802,1,1,1,0,3,1,0,2,1,0,0,1
803,1,2,1,0,4,1,0,2,2,2,0,1
804,0,0,0,0,2,1,0,0,3,2,4,0
805,1,3,1,0,1,2,0,1,1,3,3,0
806,1,1,1,0,2,1,0,3,0,2,0,1
807,1,1,1,0,1,1,0,0,3,3,0,1
808,1,2,1,0,1,1,0,3,1,0,4,1
809,0,0,1,0,4,1,0,4,0,0,1,1
810,1,2,1,0,1,2,0,3,0,1,1,0
811,1,1,1,0,1,1,1,4,2,3,0,0
812,1,0,1,0,4,1,0,2,1,0,0,1
813,1,1,0,0,1,2,0,2,2,2,0,0
814,0,3,1,0,4,2,0,3,1,0,3,1
815,0,2,1,0,4,1,0,3,2,1,1,1
816,1,3,1,0,4,1,0,3,1,0,3,1
817,0,1,1,0,3,1,0,1,3,1,4,1
818,0,0,1,0,3,1,0,3,2,1,0,1
819,1,1,1,0,2,2,0,0,1,3,2,1
820,1,1,0,1,3,1,0,3,2,3,3,0
821,1,1,1,1,3,1,0,2,0,1,4,0
822,1,0,1,0,2,1,0,0,3,3,3,1
823,1,0,1,0,3,1,1,4,1,3,1,1
824,1,1,0,0,1,1,0,4,0,3,1,0
825,1,0,1,0,2,2,0,4,0,0,0,0
826,0,0,1,0,0,1,0,1,2,0,4,0
827,0,0,1,0,0,2,0,1,2,1,1,0
828,1,0,1,1,2,1,0,2,1,3,2,0
829,0,2,1,0,2,1,1,4,2,3,0,1
830,1,0,1,0,1,1,0,2,1,0,0,1
831,0,0,1,0,4,1,0,4,0,0,3,1
832,1,0,1,0,0,1,0,1,2,2,0,1
833,0,1,1,0,3,2,0,0,2,1,0,0
834,0,0,1,0,4,1,0,1,2,3,0,1
835,1,0,1,0,2,1,0,1,2,0,0,1
836,1,0,1,0,2,1,0,2,1,1,4,1
837,1,0,1,1,2,1,1,4,2,3,0,0
838,0,2,1,0,4,1,0,2,1,0,0,1
839,1,0,1,0,2,1,0,4,0,0,0,1
840,0,2,1,0,0,1,0,1,0,3,4,1
841,1,2,1,0,1,2,0,1,2,1,0,1
842,1,2,1,0,2,1,0,3,1,0,3,1
843,1,2,1,0,0,1,0,1,2,1,0,1
844,0,0,1,1,1,1,0,1,2,1,0,1
845,1,2,1,0,3,1,0,2,1,2,3,1
846,0,1,1,0,2,1,0,1,2,2,0,1
847,0,3,1,0,3,1,0,3,0,1,0,1
848,1,0,1,0,4,1,1,4,1,2,4,1
849,1,0,1,0,3,2,0,4,2,0,0,1
850,1,1,1,0,2,1,0,4,3,3,0,1
851,0,1,0,0,4,2,0,1,2,1,4,0
852,0,1,1,0,2,1,0,1,2,0,0,1
853,0,3,1,1,4,1,0,1,2,2,4,1
854,1,0,1,0,2,1,0,3,0,1,1,1
855,0,0,1,0,2,2,0,1,2,1,0,1
856,1,3,1,1,4,1,0,2,1,2,0,0
857,0,0,1,0,1,1,0,3,1,3,3,1
858,0,1,1,0,4,1,0,3,0,1,0,1
859,0,2,0,0,3,1,1,4,1,2,0,0
860,1,2,1,0,1,1,0,4,2,0,0,1
861,1,2,1,0,2,1,0,4,2,0,3,1
862,0,1,0,0,4,1,0,4,3,3,4,1
863,1,1,0,0,4,1,0,1,2,0,0,1
864,0,2,0,0,4,1,0,1,2,2,0,1
865,1,2,0,0,3,2,0,2,0,3,3,1
866,1,1,0,0,1,1,0,0,3,0,4,1
867,1,2,0,0,2,1,0,1,2,0,4,1
868,1,0,0,0,3,2,0,1,2,3,0,1
869,1,1,0,1,2,1,0,3,0,1,3,0
870,1,1,0,0,1,1,0,1,0,3,0,1
871,1,0,0,0,1,1,0,1,2,1,0,1
872,0,0,0,0,3,1,0,1,0,3,2,1
873,1,0,0,0,0,1,0,1,0,3,0,0
874,1,1,0,0,0,2,0,1,2,1,0,0
875,1,2,0,0,0,2,0,1,2,3,3,0
876,0,0,0,0,0,1,0,4,0,3,0,0
877,1,1,0,0,2,1,0,2,3,2,2,1
878,1,3,0,0,0,2,0,1,2,2,0,0
879,0,0,0,0,1,1,0,0,2,1,1,1
880,1,1,1,0,0,1,0,1,3,2,3,1
881,1,1,1,0,1,1,0,0,2,0,4,1
882,0,2,1,0,0,1,0,2,2,3,4,1
883,0,1,1,0,0,2,0,1,0,0,3,0
884,1,1,1,0,0,1,0,3,0,1,4,0
885,1,0,1,0,0,1,0,1,0,1,0,0
886,1,1,0,0,1,1,0,1,2,3,0,1
887,1,1,0,0,0,1,0,3,2,2,0,1
888,1,1,0,0,1,1,0,3,3,2,0,1
889,1,2,0,1,3,1,0,4,0,3,3,1
890,1,1,0,0,3,1,0,0,2,3,0,1
891,1,1,0,1,4,2,0,3,2,3,4,0
892,1,2,0,0,0,1,0,0,2,3,4,1
893,1,1,0,0,3,1,0,2,3,2,0,1
894,1,1,0,0,3,1,0,1,2,2,0,1
895,1,2,0,0,4,2,0,0,2,1,0,1
896,1,0,0,0,1,1,0,1,3,2,4,1
897,1,3,1,0,1,1,0,3,1,3,4,1
898,1,1,0,0,1,1,0,0,2,3,2,0
899,1,1,1,0,2,1,0,3,2,2,0,1
900,1,2,1,0,2,1,0,3,3,2,0,1
901,1,0,1,0,4,1,0,4,0,3,0,1
902,1,2,1,0,0,1,0,0,3,0,3,1
903,1,1,1,0,1,1,0,1,2,2,1,1
904,1,0,1,0,4,2,0,0,2,1,0,1
905,1,1,1,0,0,1,0,1,3,2,0,1
906,1,3,0,0,1,1,0,3,1,3,0,0
907,1,2,1,0,3,1,0,3,0,3,4,1
908,1,3,1,0,3,1,0,2,0,1,0,1
909,1,1,0,0,4,1,1,4,0,1,0,1
910,0,0,0,0,1,1,0,3,3,3,4,1
911,1,1,0,0,1,1,0,1,2,3,3,1
912,1,1,0,0,4,1,0,2,0,1,4,1
913,0,1,1,0,4,1,0,0,0,0,4,1
914,1,0,1,1,3,1,0,1,3,3,4,0
915,1,0,0,0,3,2,0,0,3,3,0,0
916,1,1,1,0,0,2,0,3,2,3,0,0
917,1,0,1,0,1,1,0,4,0,2,0,1
918,1,0,1,0,1,1,0,2,0,0,4,1
919,0,0,1,1,0,1,0,2,2,2,3,0
920,1,0,0,0,1,2,0,0,3,3,3,1
921,0,2,0,0,1,1,0,3,2,3,4,1
922,1,0,0,0,0,1,0,4,0,2,3,0
923,1,0,0,0,3,1,0,0,0,0,0,1
924,1,0,0,0,0,2,0,1,3,3,0,0
925,1,1,1,0,0,1,0,3,0,1,4,1
926,1,0,0,0,3,1,0,1,3,3,0,1
927,1,0,0,0,1,1,0,0,2,3,0,1
928,1,0,0,1,2,1,0,3,3,3,2,0
929,0,0,0,0,1,1,0,1,3,3,3,1
930,0,2,0,0,4,1,0,1,3,3,0,1
931,1,0,0,0,2,1,0,0,3,3,0,1
932,1,2,0,0,0,1,0,3,2,3,0,0
933,0,1,0,0,0,1,0,0,3,3,4,0
935,0,1,0,0,1,1,0,4,3,3,3,1
936,0,2,0,0,1,2,0,1,3,3,3,0
937,1,2,0,1,3,1,0,0,2,3,3,0
938,1,2,0,1,4,1,0,2,3,3,0,0
939,1,0,0,0,2,1,0,2,2,3,0,1
940,1,2,0,0,3,1,0,1,0,1,3,1
941,1,1,0,0,1,1,0,3,3,3,4,1
942,0,3,1,0,2,1,0,3,0,0,2,1
943,0,0,0,0,3,1,0,2,3,3,4,1
944,1,0,1,0,0,1,0,2,2,3,2,1
945,1,1,0,0,3,1,0,2,2,3,3,1
946,0,1,0,0,2,2,0,1,0,0,4,0
947,0,1,1,0,2,1,0,1,0,0,1,1
948,1,3,0,0,4,1,0,3,3,1,4,1
949,1,0,1,0,0,1,0,1,0,0,0,1
950,1,0,0,0,4,1,0,1,0,0,0,1
951,1,3,0,0,3,1,0,3,3,1,0,1
952,0,0,0,0,1,2,0,4,0,0,2,0
953,1,1,0,0,2,1,0,3,0,1,0,1
954,1,2,0,1,4,1,0,3,1,2,3,0
955,1,2,0,0,4,2,0,3,2,0,0,1
956,0,2,0,0,4,2,0,3,0,1,0,1
957,1,1,0,0,2,1,0,0,1,3,0,1
958,1,1,1,0,0,1,0,2,0,1,0,1
959,1,2,0,0,3,1,1,4,0,1,0,1
960,0,2,0,0,2,1,0,3,3,3,0,1
961,0,1,0,0,0,2,0,3,2,0,4,0
962,1,2,0,0,0,2,0,3,0,1,4,0
963,1,0,0,0,0,1,1,4,0,1,0,0
964,1,1,0,0,0,1,0,2,2,2,0,1
965,0,1,1,0,0,1,0,3,2,2,0,1
966,1,0,1,0,0,1,0,1,1,0,1,1
967,1,0,0,0,2,1,0,1,0,0,4,1
968,1,0,0,0,1,1,0,1,1,1,0,1
969,1,1,0,0,4,1,0,3,3,2,3,1
970,1,2,1,0,0,1,0,1,1,1,0,1
971,0,0,0,0,0,2,0,4,1,2,1,0
972,0,1,1,0,0,2,0,1,1,1,0,0
973,0,3,1,0,0,1,0,3,2,1,4,1
974,1,0,1,0,0,1,0,1,3,0,3,1
975,1,1,1,0,0,2,1,4,0,1,3,1
976,1,1,0,0,0,1,0,2,2,2,4,0
977,0,2,0,0,0,2,0,3,2,2,4,0
978,0,1,0,0,3,1,0,2,3,0,0,1
979,0,1,0,0,2,1,0,0,0,2,4,0
980,1,0,0,0,3,1,0,1,1,1,4,1
981,0,1,1,0,3,1,0,2,2,2,3,1
982,0,1,0,0,4,2,1,4,0,1,3,1
983,0,1,0,1,3,1,0,2,1,2,1,0
984,1,2,0,1,3,1,0,2,3,0,4,1
985,1,1,0,1,3,1,0,2,0,0,4,1
986,1,1,0,0,4,1,0,4,3,2,0,1
987,1,2,1,0,0,1,0,0,1,0,0,1
988,1,1,0,0,3,1,0,2,3,3,3,1
989,1,1,0,0,1,1,0,2,1,2,4,1
990,0,2,0,0,4,2,0,0,0,0,0,1
991,1,0,0,0,1,1,0,1,3,3,0,1
992,1,3,0,0,1,2,0,3,0,1,0,0
993,1,1,1,0,0,2,0,4,3,2,3,0
994,0,1,1,0,3,1,0,0,1,0,2,1
995,0,2,1,0,2,2,0,4,1,0,0,1
996,1,0,1,0,4,1,0,0,1,3,0,1
997,1,2,1,0,4,1,0,2,3,0,0,1
998,1,1,1,0,4,1,0,1,1,2,0,1
999,0,0,0,0,1,0,0,3,1,3,0,0
1000,1,2,1,0,4,1,0,4,0,1,0,1
1001,1,2,1,0,4,1,0,1,1,0,0,1
1002,1,2,1,0,4,1,0,1,0,3,0,1
1003,0,0,0,0,1,0,0,3,1,1,3,0
1004,0,2,1,0,3,1,0,4,0,3,0,1
1005,1,1,1,0,3,1,0,4,0,3,0,1
1006,1,3,1,0,4,1,0,3,2,2,0,1
1007,0,0,0,0,2,1,0,1,2,2,4,0
1008,0,0,1,0,1,2,0,2,2,3,3,0
1009,1,1,1,0,2,1,0,4,0,1,4,1
1010,0,1,1,0,1,1,0,2,1,1,3,1
1011,0,1,1,0,1,1,0,3,2,0,3,1
1012,1,3,1,0,4,1,0,0,2,3,0,1
1013,1,0,1,0,1,2,0,1,1,0,4,0
1014,0,0,1,0,1,1,0,1,0,3,4,0
1015,1,3,1,0,4,1,0,0,2,3,0,1
1016,1,0,0,0,1,2,0,0,2,2,4,0
1017,1,1,1,0,4,2,0,0,3,0,0,1
1018,1,2,1,0,4,1,0,0,3,1,0,1
1019,1,2,1,0,4,1,0,4,0,3,2,1
1020,0,2,1,0,3,1,0,4,0,3,3,1
1021,1,1,1,0,3,1,0,3,2,2,3,1
1022,0,1,1,0,2,2,0,1,2,1,3,1
1023,0,2,0,1,3,1,0,1,0,1,0,0
1024,0,2,1,1,3,1,0,0,2,3,0,0
1025,1,1,1,0,2,1,0,0,2,3,4,1
1026,1,2,1,0,3,1,0,0,2,3,0,1
1027,1,0,0,0,1,1,0,1,0,1,0,0
1028,0,1,1,0,2,2,0,1,3,1,4,0
1029,0,1,1,0,0,1,0,0,3,0,1,0
1030,0,0,1,0,0,2,0,0,3,1,4,0
1031,1,0,1,1,2,1,0,4,3,0,4,0
1032,1,0,1,0,2,1,0,2,2,2,4,1
1033,0,1,1,0,1,1,0,1,0,1,4,1
1034,1,2,1,0,4,1,0,2,1,0,0,1
1035,1,0,1,0,0,1,0,4,1,0,0,1
1036,1,1,1,0,3,2,0,2,3,2,0,0
1037,1,3,1,0,4,1,0,4,2,1,0,1
1038,0,0,1,0,2,1,0,0,0,3,3,1
1039,0,1,1,0,2,1,0,0,3,3,0,1
1040,1,1,1,1,2,1,0,0,1,2,0,0
1041,0,2,1,0,4,1,0,1,1,2,0,1
1042,0,1,1,0,2,1,0,3,3,3,0,1
1043,0,1,1,0,0,1,0,3,1,0,0,1
1044,1,0,1,0,1,2,0,0,3,3,2,1
1045,1,1,1,0,2,1,0,2,1,0,3,1
1046,0,1,1,0,0,1,0,4,1,0,3,1
1047,1,1,1,1,1,1,0,2,3,2,4,1
1048,1,2,1,0,3,1,0,4,2,1,3,1
1049,1,1,1,0,2,1,0,4,0,2,0,1
1050,0,1,1,0,3,1,0,3,1,3,4,1
1051,1,2,1,0,4,1,0,0,2,1,0,1
1052,1,1,1,0,3,2,0,0,0,1,0,1
1053,1,1,1,0,2,1,0,3,1,1,3,1
1054,1,2,0,0,4,2,0,1,1,0,0,0
1055,1,0,1,0,2,1,0,2,0,2,3,1
1056,1,3,1,1,4,1,0,4,0,0,2,1
1057,1,1,1,0,2,1,0,0,0,1,3,1
1058,0,1,1,0,2,2,0,0,3,2,0,1
1059,0,2,1,1,4,1,0,1,1,0,0,0
1060,0,0,1,0,1,1,0,4,0,2,3,1
1061,1,2,1,0,4,1,0,1,1,3,0,1
1062,1,1,0,0,3,1,0,3,2,0,4,0
1063,0,0,1,0,1,1,0,0,2,1,3,1
1064,0,1,1,0,2,1,0,0,0,1,4,1
1065,1,3,0,0,4,1,0,2,0,1,0,1
1066,1,2,0,0,4,1,0,2,0,0,0,1
1067,1,3,0,0,4,1,0,0,0,1,4,1
1068,0,1,0,0,3,2,0,3,2,1,3,1
